bestsellers-rank,description,isbn10,isbn13,lang,publication-date,rating-avg,rating-count,title,author_names,category_names,format_name,tags
63220.0,"The stories in this book evoke a tracery of evil rarely rivaled in horror writing. They represent the whole evolving trajectory of such notions as Hastur, the King in Yellow, Carcosa, the Yellow Sign, the Black Stone, Yuggoth, and the Lake of Hali. A succession of writers from Ambrose Bierce to Ramsey Campbell and Karl Edward Wagner have explored and embellished these concepts so that the sum of the tales has become an evocative tapestry of hypnotic dread and terror, a mythology distinct from yet overlapping the Cthulhu Mythos. Here for the first time is a comprehensive collection of all the relevant tales.",1568821921,9781568821924,en,2006-06-30 00:00:00,3.94,766.0,The Hastur Cycle,PHLovecraft WRChambers MRPrice,Anthologies (non-poetry) | Horror | Horror | Fantasy | Fantasy Books | Short Story Books,Paperback,phlovecraft wrchambers mrprice anthologies nonpoetry horror horror fantasy fantasy books short story books the stories in this book evoke a tracery of evil rarely rivaled in horror writing they represent the whole evolving trajectory of such notions as hastur the king in yellow carcosa the yellow sign the black stone yuggoth and the lake of hali a succession of writers from ambrose bierce to ramsey campbell and karl edward wagner have explored and embellished these concepts so that the sum of the tales has become an evocative tapestry of hypnotic dread and terror a mythology distinct from yet overlapping the cthulhu mythos here for the first time is a comprehensive collection of all the relevant tales
800869.0,"This work is a powerful argument for Christianity as a religion of mystical initiation and the only religion in which the eternal wisdom, the Logos, was made flesh - in Christ. Moreover, unlike the adepts of old, Jesus was ""...the initiator of the whole of humanity, and humanity was to be his own community of Mystics.""",1911405713,9781911405719,en,2018-07-08 00:00:00,4.18,118.0,CHRISTIANITY AS MYSTICAL FACT AND THE MYSTERIES OF ANTIQUITY : (Aziloth Books),RudolfSteiner,"General & World History | Christian Books | Historical Jesus | Christian Theology | Christian Mysticism | Mind, Body & Spirit | Mind, Body, Spirit: Thought & Practice | Mysticism, Magic & Ritual",Paperback,rudolfsteiner general world history christian books historical jesus christian theology christian mysticism mind body spirit mind body spirit thought practice mysticism magic ritual this work is a powerful argument for christianity as a religion of mystical initiation and the only religion in which the eternal wisdom the logos was made flesh in christ moreover unlike the adepts of old jesus was the initiator of the whole of humanity and humanity was to be his own community of mystics
1103403.0,"Water is our planet s most precious resource. It is required by every living thing, yet a huge proportion of the world s population struggles to access clean water daily. Agriculture, aquaculture, industry, and energy all depend on it - yet its provision and safety engender widespread conflict; battles likely to intensify as threats to freshwater abundance and quality, such as climate change, urbanization, new forms of pollution, and the privatization of control, continue to grow. But must the cost of potable water become prohibitively expensive for the poor - especially when supplies are privatized? Do technological advances only expand supply or can they carry hidden risks for minority groups? And who bears responsibility for managing the adverse impacts of dams funded by global aid organizations when their burdens fall on some, while their benefits accrue to others? In answering these and other pressing questions, the book shows how control of freshwater operates at different levels, from individual watersheds near cities to large river basins whose water - when diverted - is contested by entire countries.",745650333,9780745650333,en,2012-10-29 00:00:00,3.09,11.0,Water,DavidL.Feldman,Sociology: Family & Relationships | Geopolitics | Property & Real Estate | Drought & Water Supply,Paperback,davidlfeldman sociology family relationships geopolitics property real estate drought water supply water is our planet s most precious resource it is required by every living thing yet a huge proportion of the world s population struggles to access clean water daily agriculture aquaculture industry and energy all depend on it yet its provision and safety engender widespread conflict battles likely to intensify as threats to freshwater abundance and quality such as climate change urbanization new forms of pollution and the privatization of control continue to grow but must the cost of potable water become prohibitively expensive for the poor especially when supplies are privatized do technological advances only expand supply or can they carry hidden risks for minority groups and who bears responsibility for managing the adverse impacts of dams funded by global aid organizations when their burdens fall on some while their benefits accrue to others in answering these and other pressing questions the book shows how control of freshwater operates at different levels from individual watersheds near cities to large river basins whose water when diverted is contested by entire countries
1170564.0,"Inside access to the most beautifully designed bedrooms in the country  In  Beautiful Bedrooms , real-life luxury bedrooms give you inspiring ideas to transform your own bedroom into a space that is both stylish and comfortable. Richly illustrated with gorgeous full-color photos,  Beautiful Bedrooms  showcases high-end bedrooms from around the country. You'll get a tour of each bedroom with photos taken from several angles. The book is organized by style so you can ""shop"" photos for complete looks and get advice on how to pull elements together in your own bedroom.  Beautiful Bedrooms  gives you Traditional and contemporary high-end designs from real bedrooms Hundreds of beautiful full-color photos Ideas for transforming your own bedroom into a luxurious space  Whether you're looking to add simple design elements to an existing bedroom or completely transform a room with major renovations,  Beautiful Bedrooms  shows you how to turn any master or guest bedroom into the ultimate retreat.",470488026,9780470488027,en,2009-07-20 00:00:00,3.0,7.0,Beautiful Bedrooms: Better Homes and gardens,BetterHomes&Gardens,"Interior Design, Decor & Style Guides | Home Renovation & Extension",Paperback,betterhomesgardens interior design decor style guides home renovation extension inside access to the most beautifully designed bedrooms in the country in beautiful bedrooms reallife luxury bedrooms give you inspiring ideas to transform your own bedroom into a space that is both stylish and comfortable richly illustrated with gorgeous fullcolor photos beautiful bedrooms showcases highend bedrooms from around the country youll get a tour of each bedroom with photos taken from several angles the book is organized by style so you can shop photos for complete looks and get advice on how to pull elements together in your own bedroom beautiful bedrooms gives you traditional and contemporary highend designs from real bedrooms hundreds of beautiful fullcolor photos ideas for transforming your own bedroom into a luxurious space whether youre looking to add simple design elements to an existing bedroom or completely transform a room with major renovations beautiful bedrooms shows you how to turn any master or guest bedroom into the ultimate retreat
1916506.0,"Children on Demand examines the ethics of various forms of alternative parenthood, focusing specifically on adoption and assisted reproductive technologies, and the moral dilemmas they create for both individuals and the state. Tom Frame discusses the ethical challenges that arise when scientific possibilities get ahead of community consensus. The central question of this comprehensive, careful and challenging book is what is best for the child?",868409103,9780868409108,en,2008-08-30 00:00:00,4.0,,Children on Demand : The Ethics of Defying Nature,TomFrame,Ethics & Moral Philosophy | Ethical Issues & Debates | Child Welfare | Medical Ethics & Professional Conduct | Reproductive Medicine | Biotechnology | Coping With Personal Problems | Family & Relationships,Paperback,tomframe ethics moral philosophy ethical issues debates child welfare medical ethics professional conduct reproductive medicine biotechnology coping with personal problems family relationships children on demand examines the ethics of various forms of alternative parenthood focusing specifically on adoption and assisted reproductive technologies and the moral dilemmas they create for both individuals and the state tom frame discusses the ethical challenges that arise when scientific possibilities get ahead of community consensus the central question of this comprehensive careful and challenging book is what is best for the child
125291.0,"From atoms and fluorescent pigments to sulfa drug synthesis and buckyballs, this lush and authoritative chronology presents 250 milestones in the world of chemistry. As the ""central science"" that bridges biology and physics, chemistry plays an important role in countless medical and technological advances. Covering entertaining stories and unexpected applications, chemist and journalist Derek B. Lowe traces the most important - and surprising - chemical discoveries.",1454911808,9781454911807,en,2016-02-09 00:00:00,4.05,122.0,"The Chemistry Book : From Gunpowder to Graphene, 250 Milestones in the History of Chemistry",DerekBLowe,History Of Science | Popular Science | Chemistry Books,Hardback,derekblowe history of science popular science chemistry books from atoms and fluorescent pigments to sulfa drug synthesis and buckyballs this lush and authoritative chronology presents 250 milestones in the world of chemistry as the central science that bridges biology and physics chemistry plays an important role in countless medical and technological advances covering entertaining stories and unexpected applications chemist and journalist derek b lowe traces the most important and surprising chemical discoveries
1832974.0,"On the Internet, seekers investigate anonymous manifestos that focus on the findings of brilliant scientists said to have discovered pathways into alternate realities. Gathering on web forums, researchers not only share their observations, but also report having anomalous experiences, which they believe come from their online involvement with these veiled documents. Seeming logic combines with wild twists of lost Moorish science and pseudo-string theory. Enthusiasts insist any obstacle to revelation is a sure sign of great and wide-reaching efforts by consensus powers wishing to suppress all the liberating truths in the Incunabula Papers (included here in complete form).",162846061X,9781628460612,en,2014-05-30 00:00:00,4.0,,Legend-Tripping Online : Supernatural Folklore and the Search for Ong's Hat,MichaelKinsella,"Popular Culture | Media Studies | Folklore, Myths & Legends | Unexplained Phenomena / The Paranormal | Mysticism, Magic & Ritual",Paperback,michaelkinsella popular culture media studies folklore myths legends unexplained phenomena the paranormal mysticism magic ritual on the internet seekers investigate anonymous manifestos that focus on the findings of brilliant scientists said to have discovered pathways into alternate realities gathering on web forums researchers not only share their observations but also report having anomalous experiences which they believe come from their online involvement with these veiled documents seeming logic combines with wild twists of lost moorish science and pseudostring theory enthusiasts insist any obstacle to revelation is a sure sign of great and widereaching efforts by consensus powers wishing to suppress all the liberating truths in the incunabula papers included here in complete form
,"Through numerous color figures and tables, this book presents the most up-to-date knowledge on climate and environmental change in China. It documents the evidence and attribution of climate and environmental changes in the past few decades and discusses the impacts of climate change on environments, economy, and society. The book further provides projections of climate change and its impacts in the future. Finally, it offers the climate change mitigation and adaption technologies with strategic options which will be of interest for policy makers, researchers and the general public as well.",3662515784,9783662515785,en,2016-08-23 00:00:00,4.0,,Climate and Environmental Change in China: 1951-2012,DaheQin YongjianDing MuMu,"Global Warming | Environmental Science, Engineering & Technology | Weather",Paperback,daheqin yongjianding mumu global warming environmental science engineering technology weather through numerous color figures and tables this book presents the most uptodate knowledge on climate and environmental change in china it documents the evidence and attribution of climate and environmental changes in the past few decades and discusses the impacts of climate change on environments economy and society the book further provides projections of climate change and its impacts in the future finally it offers the climate change mitigation and adaption technologies with strategic options which will be of interest for policy makers researchers and the general public as well
687288.0,Shortlisted as one of The Stage's top 10 training books of 2012,1849431116,9781849431118,en,2012-08-28 00:00:00,3.7,46.0,The No Rules Handbook for Writers : (Know the Rules So You Can Break Them),LisaGoldman,"Creative Writing & Creative Writing Guides | Writing & Editing Guides | Plays, Playscripts",Paperback,lisagoldman creative writing creative writing guides writing editing guides plays playscripts shortlisted as one of the stages top 10 training books of 2012
707203.0,"Hard Math for Elementary School is new category of math book. The author calls it a math enrichment textbook. The idea is to make it easy for teachers or parents to supplement what kids are getting in school with with complementary lessons that are harder, deeper, and more fun.",1489507175,9781489507174,en,2013-05-29 00:00:00,4.25,28.0,Hard Math for Elementary School,GlennEllison,Teaching Of A Specific Subject | Teaching Of A Specific Subject | Mathematics,Paperback,glennellison teaching of a specific subject teaching of a specific subject mathematics hard math for elementary school is new category of math book the author calls it a math enrichment textbook the idea is to make it easy for teachers or parents to supplement what kids are getting in school with with complementary lessons that are harder deeper and more fun
66272.0,"Pressure Cooking is back in Vogue  *All measurements in metric and imperial due to request, with conversion tables* TIME and MONEY - the two things we do not have a lot of these days. Pressure cooking is FAST, you can whip a meal for 8 in less than ten minutes cooking time. Everything goes into the pressure cooker and so there is only one dishwasher friendly pot to wash. SAVING ELECTRICITY - Back in the 80's when my Mom was using her pressure cooker electricity was not as expensive, but these days it is extortionate and is sometimes higher than the mortgage in terms of monthly outgoings. With a pressure cooker you can cook a meal in 10-15 mins, when it would have taken at least one hour in an oven where it would have been eating up electricity. And who wants to clean the oven - NOT ME! The faster cooking times and the fact that everything is in one pot saves a bundle when it comes to power. So to get you going, here are delicious soup, meat, fish and chicken recipes from around the world. Included are cake and loaf recipes as well. Book includes a detailed set of tables so that you can cook anything any time with confidence.",1502584115,9781502584113,en,2014-10-01 00:00:00,4.0,,Pressure Cooking Reinvented,LisaLazuli,Cooking With Specific Gadgets,Paperback,lisalazuli cooking with specific gadgets pressure cooking is back in vogue all measurements in metric and imperial due to request with conversion tables time and money the two things we do not have a lot of these days pressure cooking is fast you can whip a meal for 8 in less than ten minutes cooking time everything goes into the pressure cooker and so there is only one dishwasher friendly pot to wash saving electricity back in the 80s when my mom was using her pressure cooker electricity was not as expensive but these days it is extortionate and is sometimes higher than the mortgage in terms of monthly outgoings with a pressure cooker you can cook a meal in 1015 mins when it would have taken at least one hour in an oven where it would have been eating up electricity and who wants to clean the oven not me the faster cooking times and the fact that everything is in one pot saves a bundle when it comes to power so to get you going here are delicious soup meat fish and chicken recipes from around the world included are cake and loaf recipes as well book includes a detailed set of tables so that you can cook anything any time with confidence
226622.0,"This well-established and accessible text has been completely revised in this expanded fifth edition. Each chapter has been updated, often extensively, to reflect current thinking, and an important new chapter on death, dying and bereavement has been added.",184905245X,9781849052450,en,2012-05-15 00:00:00,3.67,15.0,The Psychology of Ageing : An Introduction,IanStuart-Hamilton,Care Of The Elderly | Psychology Of Ageing,Paperback,ianstuarthamilton care of the elderly psychology of ageing this wellestablished and accessible text has been completely revised in this expanded fifth edition each chapter has been updated often extensively to reflect current thinking and an important new chapter on death dying and bereavement has been added
465859.0,"Da Vinci's Bicycle, Guy Davenport's second collection of stories, was first published in 1979, and contains some of his most important fiction. Written with tremendous wit, intelligence, and verve, the stories are based on historical figures whose endeavors were too early, too late, or went against the grain of their time. They are all people who see the world differently from their contemporaries and therefore seem absurd, like Pablo Picasso in ""Au Tombeau de Charles Fourier,"" Leonardo Da Vinci in ""The Richard Nixon Freischütz Rag,"" James Joyce and Guillaume Apollinaire in the marvelous ""The Haile Selassie Funeral Train."" Hilton Kramer of The New York Times has said, ""Davenport's conception of the short story form is remarkable. He has given it some of the intellectual density of the learned essay, some of the lyrical concision of the modern poem--some of its difficulty too--and a structure that often resembles a film documentary. The result is a tour de force that adds something new to the art of fiction.""",811213501,9780811213509,en,1997-05-17 00:00:00,4.21,86.0,Da Vinci's Bicycle,GuyDavenport,Contemporary Fiction | Historical Fiction | Short Story Books,Paperback,guydavenport contemporary fiction historical fiction short story books da vincis bicycle guy davenports second collection of stories was first published in 1979 and contains some of his most important fiction written with tremendous wit intelligence and verve the stories are based on historical figures whose endeavors were too early too late or went against the grain of their time they are all people who see the world differently from their contemporaries and therefore seem absurd like pablo picasso in au tombeau de charles fourier leonardo da vinci in the richard nixon freischtz rag james joyce and guillaume apollinaire in the marvelous the haile selassie funeral train hilton kramer of the new york times has said davenports conception of the short story form is remarkable he has given it some of the intellectual density of the learned essay some of the lyrical concision of the modern poemsome of its difficulty tooand a structure that often resembles a film documentary the result is a tour de force that adds something new to the art of fiction
,,879610174,9780879610173,en,1972-06-01 00:00:00,4.0,,Pomo Basketmaking : A Supreme Art for the Weaver,VinsonBrown ElsieAllen,Spinning & Weaving,Hardback,vinsonbrown elsieallen spinning weaving
,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.",548578796,9780548578797,en,2007-10-31 00:00:00,4.0,,Theory And Practice Applied To The Cultivation Of The Cucumber In The Winter Season : To Which Is Added A Chapter On Melons (1847),ThomasMoore,Anthologies (non-poetry) | Science: General Issues | Gardening Books | Miscellaneous Items,Paperback,thomasmoore anthologies nonpoetry science general issues gardening books miscellaneous items this scarce antiquarian book is a facsimile reprint of the original due to its age it may contain imperfections such as marks notations marginalia and flawed pages because we believe this work is culturally important we have made it available as part of our commitment for protecting preserving and promoting the worlds literature in affordable high quality modern editions that are true to the original work
1994523.0,"This book is a facsimile reprint and may contain imperfections such as marks, notations, marginalia and flawed pages. This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.",1166991830,9781166991838,en,2010-09-10 00:00:00,4.0,,Select Passages From The Works Of Bracton And Azo (1895),HenryDeBracton PortiusAzo FredericWilliamMaitland,"Biography: General | Diaries, Letters & Journals | Anthologies (non-poetry) | Bibliographies, Catalogues, Discographies",Paperback,henrydebracton portiusazo fredericwilliammaitland biography general diaries letters journals anthologies nonpoetry bibliographies catalogues discographies this book is a facsimile reprint and may contain imperfections such as marks notations marginalia and flawed pages this scarce antiquarian book is a facsimile reprint of the original due to its age it may contain imperfections such as marks notations marginalia and flawed pages because we believe this work is culturally important we have made it available as part of our commitment for protecting preserving and promoting the worlds literature in affordable high quality modern editions that are true to the original work
295157.0,`I have made a terrible discovery ... I have not yet been born ... I live off borrowed substance; what I have within me is not mine.',199537518,9780199537518,en,2009-01-15 00:00:00,4.17,126.0,Four Major Plays,JohnEdmunds AnnMacLaren NicholasRound FedericoGarciaLorca,"Linguistics | Plays, Playscripts | Literary Studies: General",Paperback,johnedmunds annmaclaren nicholasround federicogarcialorca linguistics plays playscripts literary studies general i have made a terrible discovery i have not yet been born i live off borrowed substance what i have within me is not mine
93638.0,"Learn about our solar system in this Step 3 Science Reader packed with NASA photos and space facts! Step into Reading, the most trusted name in early readers, delivers an introduction to the final frontier that kids can read themselves! For up-to-date information (including about Pluto and its fellow dwarf planets) and stellar photos and illustrations, kids eager for mind-blowing nonfiction need look no further!  Step 3 Readers feature engaging characters in easy-to-follow plots about popular topics. They are ideal for children who are ready to read on their own.",553523163,9780553523164,en,2016-08-29 00:00:00,4.55,60.0,"Space: Planets, Moons, Stars, And More!",JoeRhatigan,Children's General Story Books | English Language: Reading Schemes | Sciences | Technology,Paperback,joerhatigan childrens general story books english language reading schemes sciences technology learn about our solar system in this step 3 science reader packed with nasa photos and space facts step into reading the most trusted name in early readers delivers an introduction to the final frontier that kids can read themselves for uptodate information including about pluto and its fellow dwarf planets and stellar photos and illustrations kids eager for mindblowing nonfiction need look no further step 3 readers feature engaging characters in easytofollow plots about popular topics they are ideal for children who are ready to read on their own
,"Boffola Notebook (Journal / Diary)This beautiful notebook/journal can be used to write stories, ideas, plans, dreams or simply every day stuff.Great gift for word lovers.This is a matte finished soft cover, 8.5 x 11 inches, 100 lined pages.",1097891402,9781097891405,en,2019-05-11 00:00:00,4.0,,Boffola : A Joke that Gets a Loud or Hearty Laugh. Informal Word Used in North America: Notebook,LandyVal,Jokes & Riddles,Paperback,landyval jokes riddles boffola notebook journal diarythis beautiful notebookjournal can be used to write stories ideas plans dreams or simply every day stuffgreat gift for word loversthis is a matte finished soft cover 85 x 11 inches 100 lined pages
,Maintenance Log Book For Homeowners,1092259724,9781092259729,en,2019-03-31 00:00:00,4.0,,"Maintenance Log Book for Homeowners : Notebook to Log and Record Home Maintenance Repairs and Upgrades Daily Monthly and Yearly (3,488 Individual Entries)",ArthurVDizzy,DIY: House Maintenance Manuals,Paperback,arthurvdizzy diy house maintenance manuals maintenance log book for homeowners
,"This beautiful mandala coloring book contains 50 detailed mandala designs, some more intricate, some less, which allows you to pick and choose your challenge level depending on what kind of day it has been. These repetitive patterns are incredibly soothing to work on, and you will soon feel the daily stress and strain melt away as you pick up your favorite pens or pencils, choose a color and start to express your creativity. It is the perfect ""me time"", it can be done anywhere, any time, and you can even color along with your children (although you might want to get them a book of their own ...) or while you listen to a podcast or an audio book.",1670741176,9781670741172,en,2019-12-03 00:00:00,4.0,,"Mandala Coloring Book : 50 beautiful and detailed mandalas to color for hours of relaxing fun, stress relief and creative expressio",KroadmapPressHouse,"Diaries, Letters & Journals | Literary Essays",Paperback,kroadmappresshouse diaries letters journals literary essays this beautiful mandala coloring book contains 50 detailed mandala designs some more intricate some less which allows you to pick and choose your challenge level depending on what kind of day it has been these repetitive patterns are incredibly soothing to work on and you will soon feel the daily stress and strain melt away as you pick up your favorite pens or pencils choose a color and start to express your creativity it is the perfect me time it can be done anywhere any time and you can even color along with your children although you might want to get them a book of their own or while you listen to a podcast or an audio book
1742239.0,"Designed to accompany the book Effective Online Teaching, the Training Manual offers instructors a handy resource that follows the main text and includes overviews, readings, discussion questions, hypothetical scenarios, activities, assignments, and scripts that can be used in face-to-face training or plugged into an online course management system. The companion CD contains plug-and-play narrated presentations for each chapter of Effective Online Teaching, as well as handouts, templates, and slides.",470578394,9780470578391,en,2011-08-02 00:00:00,4.0,1.0,Effective Online Teaching : Foundations and Strategies for Student Success Training Manual,TinaStavredes,"Educational Equipment & Technology, Computer-aided Learning (CAL) | Educational Equipment & Technology, Computer-aided Learning (CAL) | Business Applications",Paperback,tinastavredes educational equipment technology computeraided learning cal educational equipment technology computeraided learning cal business applications designed to accompany the book effective online teaching the training manual offers instructors a handy resource that follows the main text and includes overviews readings discussion questions hypothetical scenarios activities assignments and scripts that can be used in facetoface training or plugged into an online course management system the companion cd contains plugandplay narrated presentations for each chapter of effective online teaching as well as handouts templates and slides
,"This book is a facsimile reprint and may contain imperfections such as marks, notations, marginalia and flawed pages. This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work.",1120787912,9781120787910,en,2009-12-07 00:00:00,4.0,,Report Of The Acting Chief Of Ordnance (1907),MassachusettsOrdnanceDepartment,Theatre Studies | Acting Techniques | Other Performing Arts | Other Performing Arts | Anthologies (non-poetry),Hardback,massachusettsordnancedepartment theatre studies acting techniques other performing arts other performing arts anthologies nonpoetry this book is a facsimile reprint and may contain imperfections such as marks notations marginalia and flawed pages this scarce antiquarian book is a facsimile reprint of the original due to its age it may contain imperfections such as marks notations marginalia and flawed pages because we believe this work is culturally important we have made it available as part of our commitment for protecting preserving and promoting the worlds literature in affordable high quality modern editions that are true to the original work
,"This volume focuses on using visual research methods with children and young people. Featuring insights from academic experts and established professionals from visual industries, it explores a range of issues from visual ethics to children's interaction with place.",1137402288,9781137402288,en,2015-10-21 00:00:00,4.0,,Visual Methods with Children and Young People : Academics and Visual Industries in Dialogue,EveStirling DylanYamada-rice,"Industrial / Commercial Art & Design | Architectural Structure & Design | Age Groups: Children | Age Groups: Adolescents | Sociology | Social Research & Statistics | Sociology: Family & Relationships | Teaching Skills & Techniques | Teaching Skills & Techniques | Educational Equipment & Technology, Computer-aided Learning (CAL) | Educational Equipment & Technology, Computer-aided Learning (CAL) | Science: General Issues",Hardback,evestirling dylanyamadarice industrial commercial art design architectural structure design age groups children age groups adolescents sociology social research statistics sociology family relationships teaching skills techniques teaching skills techniques educational equipment technology computeraided learning cal educational equipment technology computeraided learning cal science general issues this volume focuses on using visual research methods with children and young people featuring insights from academic experts and established professionals from visual industries it explores a range of issues from visual ethics to childrens interaction with place
303153.0,"Did you know that plants can get fevers, or that some turtles glow in the dark? It's all weird ... but true!",1426331185,9781426331183,en,2018-09-06 00:00:00,4.29,130.0,Weird But True! 8,NationalGeographicKids,General Knowledge | Mysteries & The Supernatural (Children's/YA) | Sciences | General Reference,Paperback,nationalgeographickids general knowledge mysteries the supernatural childrensya sciences general reference did you know that plants can get fevers or that some turtles glow in the dark its all weird but true
,"Traditional biological sensors, based on enzymatic receptors and potentiometric or amperometric transducers are well reviewed and are nowadays even included extensively in many textbooks. The editors of this volume, the 2nd in the new Springer Series on Chemical and Biosensors, have focussed exclusively on alternative types of chemical and biological sensors or sensor-like structures.  Special attention is given to sensor principles based on the use of linear or non-linear impedance spectroscopy.",3642059619,9783642059612,en,2010-12-09 00:00:00,4.0,,Ultrathin Electrochemical Chemo- and Biosensors : Technology and Performance,VladimirM.Mirsky,Medical Equipment & Techniques | Medical Laboratory Testing & Techniques | Pre-clinical Medicine: Basic Sciences | Biomedical Engineering | Analytical Chemistry | Biochemistry | Engineering: General | Biochemical Engineering | Biotechnology | Industrial Chemistry,Paperback,vladimirmmirsky medical equipment techniques medical laboratory testing techniques preclinical medicine basic sciences biomedical engineering analytical chemistry biochemistry engineering general biochemical engineering biotechnology industrial chemistry traditional biological sensors based on enzymatic receptors and potentiometric or amperometric transducers are well reviewed and are nowadays even included extensively in many textbooks the editors of this volume the 2nd in the new springer series on chemical and biosensors have focussed exclusively on alternative types of chemical and biological sensors or sensorlike structures special attention is given to sensor principles based on the use of linear or nonlinear impedance spectroscopy
,The Ultimate Home Maintenance Logbook & Journal,1707260516,9781707260515,en,2019-11-10 00:00:00,4.0,,"The Ultimate Home Maintenance Logbook & Journal : Easy Convenient Way To Plan And Keep Track Of Household Repair Projects, Maintenance Improvement and Plans Perfect for DIY Or Hiring Others",JtJournals,DIY: House Maintenance Manuals | Household Hints,Paperback,jtjournals diy house maintenance manuals household hints the ultimate home maintenance logbook journal
3099189.0,"HAVE YOU EVER WONDERED WHAT MORE YOU COULD DO TO SPICE UP YOUR SEX LIFE AND LEAVE YOUR PARTNER ALWAYS WANTING MORE? Then, this book has got you covered. There is no doubt that sex is one of the most important aspects of any relationship, and being well-versed in the bedroom will surely make you keep the romance burning. Giving and Receiving Satisfaction During Sex is Not Just A Matter of Experience, But Also of Technique. At the present time, sex is no longer just a necessity for procreation. Men and women of all ages require sex to gain satisfaction, and studies have shown that a fulfilling sex life leads to better health and an enhanced quality of life. Aside from the physical benefits of sex, there are many emotional benefits to reap. However, merely relying on experience and word of mouth is not enough for you and your partner to get mutual satisfaction out of doing the deed. You need to have a mastery of techniques that will optimize the pleasure you get so that you gain all the benefits of a healthy sex life. # Relying on experience alone does not guarantee a mutually pleasurable experience when engaging in sex. # Without a masterful sexual technique, romance can quickly dry up in a relationship. # Failure to achieve sexual satisfaction can be mentally and emotionally frustrating, which may affect your self-assurance and self-confidence. This Book Has All the Information You Need To Spice Up Your Sex Life. This time, you don't need to go through the time-consuming task of surfing the web or scouring books to get answers. You don't even have to be embarrassed about having to ask your ""more experienced"" friends for tip. This book has everything you need to become in a masterful giver and receiver of pleasure from the sex act. This will keep your relationship with your partner healthy and thriving for many years to come. This book will teach you everything you need to know so that you and your partner can stay on that honeymoon phase all throughout your relationship. You will be equipped with the knowledge necessary so that you and your partner can continuously burn the covers and, in the process, establish a deeper bond and an unshakeable connection that will leave you satiated with your sex life and fulfilled in your relationship. After all, sex is more than just a physical act. Having great sex with your partner fosters better communication, better health, and overall, a better relationship! Let's Take A Look At The Topics To Be Covered Whispered Caresses- How To Master The Beautiful Art Of SeductionTeachings Of The Kama Sutra On Genital SizeThe Kama Sutra Way: 5 Great Sex Positions For His Big PenisKama Sutra Way Cont.-5 Pleasurable 'Smaller Penis' Sex Positions5 Sex Positions Guaranteed To Activate Her G-SpotPeople's Favorite: 5 Most Popular Sex Positions Download Your Copy Today!",1515290891,9781515290896,en,2015-08-24 00:00:00,4.0,,"Sex : Sex Positions, 20 Exotic Sex Positions That Will Spice Up Your Sex Life (Sex, Sex Positions, Sex Positions in Pictures, Sex Positions with Pictures, Sex Positions Guide, Kama Sutra, Sex)",EmilyGreen,"Hindu Worship, Rites & Ceremonies",Paperback,emilygreen hindu worship rites ceremonies have you ever wondered what more you could do to spice up your sex life and leave your partner always wanting more then this book has got you covered there is no doubt that sex is one of the most important aspects of any relationship and being wellversed in the bedroom will surely make you keep the romance burning giving and receiving satisfaction during sex is not just a matter of experience but also of technique at the present time sex is no longer just a necessity for procreation men and women of all ages require sex to gain satisfaction and studies have shown that a fulfilling sex life leads to better health and an enhanced quality of life aside from the physical benefits of sex there are many emotional benefits to reap however merely relying on experience and word of mouth is not enough for you and your partner to get mutual satisfaction out of doing the deed you need to have a mastery of techniques that will optimize the pleasure you get so that you gain all the benefits of a healthy sex life relying on experience alone does not guarantee a mutually pleasurable experience when engaging in sex without a masterful sexual technique romance can quickly dry up in a relationship failure to achieve sexual satisfaction can be mentally and emotionally frustrating which may affect your selfassurance and selfconfidence this book has all the information you need to spice up your sex life this time you dont need to go through the timeconsuming task of surfing the web or scouring books to get answers you dont even have to be embarrassed about having to ask your more experienced friends for tip this book has everything you need to become in a masterful giver and receiver of pleasure from the sex act this will keep your relationship with your partner healthy and thriving for many years to come this book will teach you everything you need to know so that you and your partner can stay on that honeymoon phase all throughout your relationship you will be equipped with the knowledge necessary so that you and your partner can continuously burn the covers and in the process establish a deeper bond and an unshakeable connection that will leave you satiated with your sex life and fulfilled in your relationship after all sex is more than just a physical act having great sex with your partner fosters better communication better health and overall a better relationship lets take a look at the topics to be covered whispered caresses how to master the beautiful art of seductionteachings of the kama sutra on genital sizethe kama sutra way 5 great sex positions for his big peniskama sutra way cont5 pleasurable smaller penis sex positions5 sex positions guaranteed to activate her gspotpeoples favorite 5 most popular sex positions download your copy today
